medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
2010006147,2010036152,CMT,2010-08-01 00:01:01,CRD,14.9,0.5,0.5,2.5,0,18.4
2010004616,2010004613,CMT,2010-08-01 00:01:02,CSH,4.9,0.5,0.5,0,0,5.9
2010012135,2010035953,CMT,2010-08-01 00:01:02,CRD,11.7,0.5,0.5,1,0,13.7
2010001015,2010010531,CMT,2010-08-01 00:01:02,CSH,4.9,0.5,0.5,0,0,5.9
2010008442,2010002578,CMT,2010-08-01 00:01:02,CRD,6.9,0.5,0.5,1.18,0,9.08
2010010624,2010032183,CMT,2010-08-01 00:01:02,CSH,12.1,0.5,0.5,0,0,13.1
2010008075,2010007921,CMT,2010-08-01 00:01:03,CRD,18.1,0.5,0.5,1,0,20.1
2010010582,2010010690,CMT,2010-08-01 00:01:04,CSH,4.5,0.5,0.5,0,0,5.5
2010004335,2010000731,CMT,2010-08-01 00:01:04,CSH,5.3,0.5,0.5,0,0,6.3
2010004758,2010023659,CMT,2010-08-01 00:01:05,CSH,4.5,0.5,0.5,0,0,5.5
2010003054,2010003053,CMT,2010-08-01 00:01:05,CRD,26.5,0.5,0.5,2.5,0,30
2010001032,2010001032,CMT,2010-08-01 00:01:06,CSH,23.7,0.5,0.5,0,0,24.7
2010001269,2010032665,CMT,2010-08-01 00:01:06,CSH,10.1,0.5,0.5,0,0,11.1
2010000128,2010000128,CMT,2010-08-01 00:01:06,CRD,21.3,0.5,0.5,4.46,0,26.76
2010002401,2010002400,CMT,2010-08-01 00:01:06,CSH,6.9,0.5,0.5,0,0,7.9
2010000338,2010010042,CMT,2010-08-01 00:01:06,CSH,4.9,0.5,0.5,0,0,5.9
2010003086,2010003085,CMT,2010-08-01 00:01:07,CSH,8.1,0.5,0.5,0,0,9.1
2010009411,2010012355,CMT,2010-08-01 00:01:08,CRD,12.9,0.5,0.5,2.08,0,15.98
2010008083,2010008074,CMT,2010-08-01 00:01:08,CRD,13.7,0.5,0.5,3,0,17.7
2010013325,2010007644,CMT,2010-08-01 00:01:08,CSH,4.1,0.5,0.5,0,0,5.1
2010010526,2010010568,CMT,2010-08-01 00:01:08,CRD,4.9,0.5,0.5,0.88,0,6.78
2010009007,2010000058,CMT,2010-08-01 00:01:08,CRD,4.1,0.5,0.5,0.5,0,5.6
2010001197,2010036336,CMT,2010-08-01 00:01:09,CRD,5.7,0.5,0.5,1,0,7.7
2010009885,2010031113,CMT,2010-08-01 00:01:09,CSH,5.3,0.5,0.5,0,0,6.3
2010012230,2010021539,CMT,2010-08-01 00:01:09,CRD,4.9,0.5,0.5,0.88,0,6.78
2010009889,2010001292,CMT,2010-08-01 00:01:09,CRD,10.1,0.5,0.5,1.66,0,12.76
2010013238,2010006512,CMT,2010-08-01 00:01:09,CRD,13.3,0.5,0.5,2,0,16.3
2010007624,2010007616,CMT,2010-08-01 00:01:09,CSH,5.3,0.5,0.5,0,0,6.3
2010000500,2010000500,CMT,2010-08-01 00:01:10,CRD,9.3,0.5,0.5,1.54,0,11.84
2010005516,2010004576,CMT,2010-08-01 00:01:10,CRD,5.7,0.5,0.5,1,0,7.7
2010001132,2010004341,CMT,2010-08-01 00:01:11,CSH,9.7,0.5,0.5,0,0,10.7
2010002170,2010001404,CMT,2010-08-01 00:01:11,CSH,4.5,0.5,0.5,0,0,5.5
2010000394,2010014538,CMT,2010-08-01 00:01:11,CSH,3.7,0.5,0.5,0,0,4.7
2010003375,2010000325,CMT,2010-08-01 00:01:11,CSH,8.1,0.5,0.5,0,0,9.1
2010006618,2010004899,CMT,2010-08-01 00:01:11,CRD,10.1,0.5,0.5,1.66,0,12.76
2010010663,2010032109,CMT,2010-08-01 00:01:12,CRD,8.5,0.5,0.5,1,0,10.5
2010008107,2010008098,CMT,2010-08-01 00:01:12,CSH,6.9,0.5,0.5,0,0,7.9
2010007241,2010007235,CMT,2010-08-01 00:01:12,CSH,8.5,0.5,0.5,0,0,9.5
2010002968,2010002967,CMT,2010-08-01 00:01:12,CSH,6.1,0.5,0.5,0,0,7.1
2010010896,2010009967,CMT,2010-08-01 00:01:12,CSH,15.7,0.5,0.5,0,0,16.7
2010004647,2010004644,CMT,2010-08-01 00:01:12,CSH,10.5,0.5,0.5,0,0,11.5
2010009006,2010008906,CMT,2010-08-01 00:01:12,CRD,7.7,0.5,0.5,1.74,0,10.44
2010007604,2010006484,CMT,2010-08-01 00:01:12,CRD,6.9,0.5,0.5,1.1,0,9
2010008577,2010003432,CMT,2010-08-01 00:01:13,CRD,8.5,0.5,0.5,1.9,0,11.4
2010006238,2010006234,CMT,2010-08-01 00:01:13,CSH,3.7,0.5,0.5,0,0,4.7
2010003555,2010007001,CMT,2010-08-01 00:01:14,CSH,10.1,0.5,0.5,0,0,11.1
2010000822,2010036323,CMT,2010-08-01 00:01:14,CRD,7.7,0.5,0.5,1,0,9.7
2010008065,2010030292,CMT,2010-08-01 00:01:15,CSH,15.3,0.5,0.5,0,0,16.3
2010001715,2010001715,CMT,2010-08-01 00:01:15,CSH,21.7,0.5,0.5,0,0,22.7
2010006978,2010032986,CMT,2010-08-01 00:01:15,CRD,10.9,0.5,0.5,1.1,0,13
2010000588,2010018624,CMT,2010-08-01 00:01:16,CSH,8.1,0.5,0.5,0,0,9.1
2010002400,2010004477,CMT,2010-08-01 00:01:16,CSH,4.9,0.5,0.5,0,0,5.9
2010002291,2010005132,CMT,2010-08-01 00:01:16,CRD,12.1,0.5,0.5,2,0,15.1
2010009209,2010004653,CMT,2010-08-01 00:01:17,CRD,8.1,0.5,0.5,1.82,0,10.92
2010008528,2010003401,CMT,2010-08-01 00:01:17,CRD,15.7,0.5,0.5,4.17,0,20.87
2010006573,2010006569,CMT,2010-08-01 00:01:18,CRD,5.7,0.5,0.5,0.7,0,7.4
2010004964,2010008347,CMT,2010-08-01 00:01:18,CRD,7.3,0.5,0.5,1.24,0,9.54
2010010367,2010003046,CMT,2010-08-01 00:01:18,CSH,23.3,0.5,0.5,0,0,24.3
2010003727,2010003724,CMT,2010-08-01 00:01:18,CSH,5.7,0.5,0.5,0,0,6.7
2010009267,2010026611,CMT,2010-08-01 00:01:19,CSH,7.3,0.5,0.5,0,0,8.3
2010005484,2010032489,CMT,2010-08-01 00:01:19,CRD,6.9,0.5,0.5,1,0,8.9
2010003706,2010018472,CMT,2010-08-01 00:01:20,CSH,7.7,0.5,0.5,0,0,8.7
2010007798,2010007881,CMT,2010-08-01 00:01:20,CRD,11.3,0.5,0.5,1.5,0,13.8
2010009213,2010022143,CMT,2010-08-01 00:01:21,CSH,7.3,0.5,0.5,0,0,8.3
2010006934,2010006930,CMT,2010-08-01 00:01:21,CSH,6.5,0.5,0.5,0,0,7.5
2010005345,2010005342,CMT,2010-08-01 00:01:21,CSH,10.5,0.5,0.5,0,0,11.5
2010006538,2010017711,CMT,2010-08-01 00:01:21,CSH,7.7,0.5,0.5,0,0,8.7
2010006229,2010006225,CMT,2010-08-01 00:01:22,CRD,6.5,0.5,0.5,2.5,0,10
2010010003,2010009813,CMT,2010-08-01 00:01:22,CSH,9.3,0.5,0.5,0,0,10.3
2010009229,2010036521,CMT,2010-08-01 00:01:22,CSH,4.5,0.5,0.5,0,0,5.5
2010001180,2010001180,CMT,2010-08-01 00:01:22,CSH,4.9,0.5,0.5,0,0,5.9
2010005074,2010005071,CMT,2010-08-01 00:01:23,CSH,5.3,0.5,0.5,0,0,6.3
2010002463,2010036041,CMT,2010-08-01 00:01:23,CSH,13.3,0.5,0.5,0,0,14.3
2010001712,2010001712,CMT,2010-08-01 00:01:23,CSH,5.7,0.5,0.5,0,0,6.7
2010000971,2010000077,CMT,2010-08-01 00:01:24,CSH,12.5,0.5,0.5,0,0,13.5
2010006188,2010006184,CMT,2010-08-01 00:01:24,NOC,6.9,0.5,0.5,0,0,7.9
2010000434,2010018036,CMT,2010-08-01 00:01:24,CSH,8.1,0.5,0.5,0,0,9.1
2010001480,2010001480,CMT,2010-08-01 00:01:25,CSH,7.3,0.5,0.5,0,0,8.3
2010005735,2010005732,CMT,2010-08-01 00:01:25,CSH,11.3,0.5,0.5,0,0,12.3
2010003017,2010032173,CMT,2010-08-01 00:01:25,CRD,7.3,0.5,0.5,2.07,0,10.37
2010004134,2010021601,CMT,2010-08-01 00:01:26,CSH,3.7,0.5,0.5,0,0,4.7
2010004100,2010004097,CMT,2010-08-01 00:01:26,CRD,12.1,0.5,0.5,2.62,0,15.72
2010001018,2010001018,CMT,2010-08-01 00:01:27,CRD,6.5,0.5,0.5,1,0,8.5
2010008766,2010008756,CMT,2010-08-01 00:01:27,CSH,6.9,0.5,0.5,0,0,7.9
2010007277,2010011311,CMT,2010-08-01 00:01:27,CRD,6.1,0.5,0.5,1.06,0,8.16
2010004680,2010004126,CMT,2010-08-01 00:01:27,CSH,12.9,0.5,0.5,0,0,13.9
2010007626,2010024283,CMT,2010-08-01 00:01:28,CRD,6.9,0.5,0.5,1,0,8.9
2010013380,2010003136,CMT,2010-08-01 00:01:29,CRD,6.9,0.5,0.5,2.5,0,10.4
2010006223,2010002911,CMT,2010-08-01 00:01:29,CRD,8.9,0.5,0.5,1.48,0,11.38
2010008236,2010022586,CMT,2010-08-01 00:01:30,CSH,6.1,0.5,0.5,0,0,7.1
2010002122,2010034489,CMT,2010-08-01 00:01:30,CSH,3.7,0.5,0.5,0,0,4.7
2010001451,2010016424,CMT,2010-08-01 00:01:30,CRD,7.7,0.5,0.5,1,0,9.7
2010010366,2010005131,CMT,2010-08-01 00:01:30,CRD,4.9,0.5,0.5,0.9,0,6.8
2010010429,2010010442,CMT,2010-08-01 00:01:30,CSH,10.1,0.5,0.5,0,0,11.1
2010000760,2010000760,CMT,2010-08-01 00:01:30,CRD,15.7,0.5,0.5,2.5,0,19.2
2010000010,2010006012,CMT,2010-08-01 00:01:31,CRD,12.9,0.5,0.5,2.08,0,15.98
2010001264,2010028108,CMT,2010-08-01 00:01:31,CSH,6.5,0.5,0.5,0,0,7.5
2010012004,2010014764,CMT,2010-08-01 00:01:31,CSH,12.5,0.5,0.5,0,0,13.5
2010001062,2010021708,CMT,2010-08-01 00:01:32,CSH,10.9,0.5,0.5,0,0,11.9
2010003890,2010008607,CMT,2010-08-01 00:01:32,CSH,18.5,0.5,0.5,0,0,19.5
2010000653,2010000653,CMT,2010-08-01 00:01:33,CSH,9.3,0.5,0.5,0,0,10.3
2010008861,2010008851,CMT,2010-08-01 00:01:33,CSH,14.9,0.5,0.5,0,0,15.9
2010002182,2010026907,CMT,2010-08-01 00:01:34,CRD,16.1,0.5,0.5,2.56,0,19.66
2010009335,2010006342,CMT,2010-08-01 00:01:34,CRD,8.9,0.5,0.5,1.98,0,11.88
2010008590,2010022268,CMT,2010-08-01 00:01:34,CSH,5.3,0.5,0.5,0,0,6.3
2010009702,2010031506,CMT,2010-08-01 00:01:34,CSH,20.5,0.5,0.5,0,0,21.5
2010007672,2010027657,CMT,2010-08-01 00:01:34,CSH,5.7,0.5,0.5,0,0,6.7
2010008918,2010008908,CMT,2010-08-01 00:01:35,CSH,11.3,0.5,0.5,0,0,12.3
2010009739,2010009728,CMT,2010-08-01 00:01:35,CSH,9.3,0.5,0.5,0,0,10.3
2010006572,2010006568,CMT,2010-08-01 00:01:36,CSH,5.3,0.5,0.5,0,0,6.3
2010000205,2010000205,CMT,2010-08-01 00:01:36,CSH,10.1,0.5,0.5,0,0,11.1
2010003328,2010029003,CMT,2010-08-01 00:01:36,CRD,5.3,0.5,0.5,0.7,0,7
2010000734,2010010937,CMT,2010-08-01 00:01:36,CRD,10.5,0.5,0.5,1.72,0,13.22
2010003293,2010008056,CMT,2010-08-01 00:01:36,CSH,10.9,0.5,0.5,0,0,11.9
2010000229,2010014509,CMT,2010-08-01 00:01:36,CRD,11.3,0.5,0.5,1.84,0,14.14
2010012014,2010030451,CMT,2010-08-01 00:01:36,CSH,6.9,0.5,0.5,0,0,7.9
2010010000,2010009990,CMT,2010-08-01 00:01:36,CRD,8.5,0.5,0.5,1.9,0,11.4
2010013116,2010005097,CMT,2010-08-01 00:01:37,CRD,6.9,0.5,0.5,1.18,0,9.08
2010005852,2010024167,CMT,2010-08-01 00:01:37,CSH,10.9,0.5,0.5,0,0,11.9
2010000474,2010002039,CMT,2010-08-01 00:01:37,CRD,8.9,0.5,0.5,1.48,0,11.38
2010000622,2010018393,CMT,2010-08-01 00:01:38,CRD,6.1,0.5,0.5,1.06,0,8.16
2010008683,2010033436,CMT,2010-08-01 00:01:38,CSH,10.5,0.5,0.5,0,0,11.5
2010001266,2010016921,CMT,2010-08-01 00:01:38,CSH,5.3,0.5,0.5,0,0,6.3
2010000568,2010004569,CMT,2010-08-01 00:01:38,CRD,8.9,0.5,0.5,1,0,10.9
2010005794,2010027292,CMT,2010-08-01 00:01:39,CSH,5.7,0.5,0.5,0,0,6.7
2010000172,2010005192,CMT,2010-08-01 00:01:40,CRD,15.7,0.5,0.5,2.5,0,19.2
2010008773,2010016790,CMT,2010-08-01 00:01:40,CRD,16.1,0.5,0.5,3.42,0,20.52
2010008855,2010034284,CMT,2010-08-01 00:01:41,CRD,20.9,0.5,0.5,4.38,0,26.28
2010002763,2010021272,CMT,2010-08-01 00:01:42,CSH,6.9,0.5,0.5,0,0,7.9
2010003872,2010004765,CMT,2010-08-01 00:01:42,CRD,6.5,0.5,0.5,1,0,8.5
2010005834,2010005830,CMT,2010-08-01 00:01:42,CSH,15.3,0.5,0.5,0,0,16.3
2010010593,2010018088,CMT,2010-08-01 00:01:43,CSH,8.1,0.5,0.5,0,0,9.1
2010001131,2010000323,CMT,2010-08-01 00:01:43,CSH,25.7,0.5,0.5,0,0,26.7
2010001649,2010001649,CMT,2010-08-01 00:01:43,CRD,6.1,0.5,0.5,1.25,0,8.35
2010001125,2010001125,CMT,2010-08-01 00:01:43,CRD,9.3,0.5,0.5,1.54,0,11.84
2010003071,2010007799,CMT,2010-08-01 00:01:43,CRD,6.1,0.5,0.5,1.06,0,8.16
2010009904,2010001786,CMT,2010-08-01 00:01:43,CRD,8.1,0.5,0.5,1.36,0,10.46
2010012515,2010003070,CMT,2010-08-01 00:01:43,CSH,17.7,0.5,0.5,0,0,18.7
2010005354,2010005351,CMT,2010-08-01 00:01:44,CSH,3.7,0.5,0.5,0,0,4.7
2010009571,2010022098,CMT,2010-08-01 00:01:44,CRD,24.5,0.5,0.5,5.1,0,30.6
2010007616,2010007608,CMT,2010-08-01 00:01:45,CRD,10.9,0.5,0.5,2.38,0,14.28
2010003939,2010013427,CMT,2010-08-01 00:01:45,CRD,6.1,0.5,0.5,1.06,0,8.16
2010000824,2010003307,CMT,2010-08-01 00:01:45,CSH,7.3,0.5,0.5,0,0,8.3
2010006123,2010034034,CMT,2010-08-01 00:01:46,CRD,12.9,0.5,0.5,2,0,15.9
2010003294,2010010028,CMT,2010-08-01 00:01:46,CSH,8.1,0.5,0.5,0,0,9.1
2010003428,2010022387,CMT,2010-08-01 00:01:46,CRD,9.7,0.5,0.5,0,0,10.7
2010009789,2010002742,CMT,2010-08-01 00:01:46,CSH,11.3,0.5,0.5,0,0,12.3
2010000757,2010002011,CMT,2010-08-01 00:01:46,CSH,32.1,0.5,0.5,0,0,33.1
2010003697,2010003694,CMT,2010-08-01 00:01:47,NOC,16.5,0.5,0.5,0,0,17.5
2010009211,2010022565,CMT,2010-08-01 00:01:47,CSH,4.1,0.5,0.5,0,0,5.1
2010003082,2010003081,CMT,2010-08-01 00:01:47,CSH,16.5,0.5,0.5,0,0,17.5
2010005526,2010000880,CMT,2010-08-01 00:01:47,CRD,5.7,0.5,0.5,2.5,0,9.2
2010007642,2010007634,CMT,2010-08-01 00:01:48,CSH,8.1,0.5,0.5,0,0,9.1
2010001017,2010001017,CMT,2010-08-01 00:01:49,CSH,13.7,0.5,0.5,0,0,14.7
2010004642,2010004639,CMT,2010-08-01 00:01:49,CSH,4.9,0.5,0.5,0,0,5.9
2010009328,2010007630,CMT,2010-08-01 00:01:49,CSH,8.9,0.5,0.5,0,0,9.9
2010000439,2010010457,CMT,2010-08-01 00:01:49,CSH,6.1,0.5,0.5,0,0,7.1
2010001058,2010001058,CMT,2010-08-01 00:01:49,CSH,14.5,0.5,0.5,0,0,15.5
2010007482,2010007474,CMT,2010-08-01 00:01:49,CRD,13.7,0.5,0.5,2.2,0,16.9
2010006583,2010006579,CMT,2010-08-01 00:01:49,CSH,2.9,0.5,0.5,0,0,3.9
2010010315,2010031446,CMT,2010-08-01 00:01:50,CSH,8.9,0.5,0.5,0,0,9.9
2010011025,2010023240,CMT,2010-08-01 00:01:50,CRD,7.7,0.5,0.5,1.74,0,10.44
2010001998,2010001998,CMT,2010-08-01 00:01:50,CRD,6.1,0.5,0.5,1.06,0,8.16
2010010419,2010022548,CMT,2010-08-01 00:01:50,CRD,9.3,0.5,0.5,1,0,11.3
2010005447,2010005444,CMT,2010-08-01 00:01:51,CRD,3.7,0.5,0.5,0.3,0,5
2010000743,2010018473,CMT,2010-08-01 00:01:51,CSH,6.9,0.5,0.5,0,0,7.9
2010005110,2010000598,CMT,2010-08-01 00:01:51,CSH,8.9,0.5,0.5,0,0,9.9
2010002344,2010002343,CMT,2010-08-01 00:01:51,CSH,7.7,0.5,0.5,0,0,8.7
2010008874,2010008864,CMT,2010-08-01 00:01:51,CSH,12.1,0.5,0.5,0,0,13.1
2010010012,2010010002,CMT,2010-08-01 00:01:51,CSH,5.3,0.5,0.5,0,0,6.3
2010011894,2010018938,CMT,2010-08-01 00:01:52,CRD,17.5,0.5,0,0,0,18
2010008061,2010022271,CMT,2010-08-01 00:01:52,CSH,4.5,0.5,0.5,0,0,5.5
2010010359,2010001724,CMT,2010-08-01 00:01:53,CRD,6.5,0.5,0.5,1.12,0,8.62
2010003148,2010027241,CMT,2010-08-01 00:01:53,CSH,4.9,0.5,0.5,0,0,5.9
2010000717,2010034521,CMT,2010-08-01 00:01:53,CSH,7.7,0.5,0.5,0,0,8.7
2010012416,2010034368,CMT,2010-08-01 00:01:53,CSH,9.7,0.5,0.5,0,0,10.7
2010009279,2010000984,CMT,2010-08-01 00:01:54,CRD,5.7,0.5,0.5,1,0,7.7
2010002076,2010018908,CMT,2010-08-01 00:01:54,CRD,4.5,0.5,0.5,1.1,0,6.6
2010007619,2010007611,CMT,2010-08-01 00:01:55,CRD,8.9,0.5,0.5,1.25,0,11.15
2010001747,2010022378,CMT,2010-08-01 00:01:55,CSH,10.9,0.5,0.5,0,0,11.9
2010008767,2010002025,CMT,2010-08-01 00:01:55,CRD,19.3,0.5,0.5,3,0,23.3
2010007428,2010018292,CMT,2010-08-01 00:01:56,CRD,15.7,0.5,0.5,4.17,0,20.87
2010002353,2010018716,CMT,2010-08-01 00:01:56,CSH,15.3,0.5,0.5,0,0,16.3
2010000412,2010008427,CMT,2010-08-01 00:01:56,CSH,8.1,0.5,0.5,0,0,9.1
2010001700,2010001700,CMT,2010-08-01 00:01:56,CSH,4.1,0.5,0.5,0,0,5.1
2010002459,2010002458,CMT,2010-08-01 00:01:56,CSH,4.5,0.5,0.5,0,0,5.5
2010003145,2010003144,CMT,2010-08-01 00:01:57,CSH,4.1,0.5,0.5,0,0,5.1
2010001426,2010001426,CMT,2010-08-01 00:01:57,CRD,10.5,0.5,0.5,2,0,13.5
2010003165,2010035763,CMT,2010-08-01 00:01:57,CRD,6.1,0.5,0.5,1.42,0,8.52
2010001016,2010014570,CMT,2010-08-01 00:01:57,CSH,11.7,0.5,0.5,0,0,12.7
2010000660,2010000660,CMT,2010-08-01 00:01:58,CSH,4.9,0.5,0.5,0,0,5.9
2010010278,2010010273,CMT,2010-08-01 00:01:58,CSH,9.3,0.5,0.5,0,0,10.3
2010003766,2010003763,CMT,2010-08-01 00:01:58,CSH,6.5,0.5,0.5,0,0,7.5
2010000747,2010027776,CMT,2010-08-01 00:01:58,CSH,8.9,0.5,0.5,0,0,9.9
2010007961,2010007953,CMT,2010-08-01 00:01:59,CRD,14.5,0.5,0.5,3,0,18.5
2010008787,2010008777,CMT,2010-08-01 00:01:59,CSH,5.3,0.5,0.5,0,0,6.3
2010010166,2010012535,CMT,2010-08-01 00:01:59,CSH,8.5,0.5,0.5,0,0,9.5
2010000662,2010000662,CMT,2010-08-01 00:01:59,CSH,6.9,0.5,0.5,0,0,7.9
2010012139,2010002955,CMT,2010-08-01 00:01:59,CSH,32.1,0.5,0.5,0,0,33.1
2010003876,2010018821,CMT,2010-08-01 00:01:59,CSH,9.3,0.5,0.5,0,0,10.3
2010009283,2010009273,CMT,2010-08-01 00:01:59,CSH,7.3,0.5,0.5,0,0,8.3
2010001744,2010001744,VTS,2010-08-01 00:02:00,CRD,3.3,0.5,0.5,1,0,5.3
2010008168,2010001871,VTS,2010-08-01 00:02:00,CRD,12.9,0.5,0.5,1.1,0,15
2010006331,2010015603,VTS,2010-08-01 00:02:00,CSH,21.7,0.5,0.5,0,4.57,27.27
2010004797,2010008422,VTS,2010-08-01 00:02:00,CSH,6.9,0.5,0.5,0,0,7.9
2010005017,2010005977,VTS,2010-08-01 00:02:00,CRD,6.1,0.5,0.5,3,0,10.1
2010006381,2010006377,VTS,2010-08-01 00:02:00,CSH,3.3,0.5,0.5,0,0,4.3
2010005862,2010005858,VTS,2010-08-01 00:02:00,CSH,4.9,0.5,0.5,0,0,5.9
2010005187,2010028862,VTS,2010-08-01 00:02:00,CRD,7.3,0.5,0.5,2,0,10.3
2010010557,2010010808,VTS,2010-08-01 00:02:00,CSH,5.3,0.5,0.5,0,0,6.3
2010001608,2010007081,VTS,2010-08-01 00:02:00,CSH,10.1,0.5,0.5,0,0,11.1
2010009078,2010009067,VTS,2010-08-01 00:02:00,CSH,5.7,0.5,0.5,0,0,6.7
2010008986,2010008524,VTS,2010-08-01 00:02:00,CSH,8.5,0.5,0.5,0,0,9.5
2010002910,2010029140,VTS,2010-08-01 00:02:00,CSH,13.7,0.5,0.5,0,0,14.7
2010003950,2010003947,VTS,2010-08-01 00:02:00,CSH,8.1,0.5,0.5,0,0,9.1
2010002485,2010002484,VTS,2010-08-01 00:02:00,CSH,25.3,0.5,0.5,0,0,26.3
2010004944,2010016134,VTS,2010-08-01 00:02:00,CRD,15.3,0.5,0.5,3.16,0,19.46
2010001979,2010001979,VTS,2010-08-01 00:02:00,CRD,8.5,0.5,0.5,2,0,11.5
2010008000,2010007992,VTS,2010-08-01 00:02:00,CSH,12.5,0.5,0.5,0,0,13.5
2010006120,2010008241,VTS,2010-08-01 00:02:00,CRD,10.1,0.5,0.5,1,0,12.1
2010010005,2010009995,VTS,2010-08-01 00:02:00,CRD,8.9,0.5,0.5,2,0,11.9
2010006974,2010006970,VTS,2010-08-01 00:02:00,CRD,8.1,0.5,0.5,2,0,11.1
2010008128,2010004278,VTS,2010-08-01 00:02:00,CSH,6.9,0.5,0.5,0,0,7.9
2010008624,2010008616,VTS,2010-08-01 00:02:00,CRD,11.3,0.5,0.5,1.7,0,14
2010005300,2010019095,VTS,2010-08-01 00:02:00,CSH,8.9,0.5,0.5,0,0,9.9
2010007311,2010007304,VTS,2010-08-01 00:02:00,CSH,9.7,0.5,0.5,0,0,10.7
2010010184,2010030124,VTS,2010-08-01 00:02:00,CSH,18.1,0.5,0.5,0,0,19.1
2010009959,2010009949,VTS,2010-08-01 00:02:00,CSH,7.7,0.5,0.5,0,0,8.7
2010004700,2010012480,VTS,2010-08-01 00:02:00,CSH,13.3,0.5,0.5,0,0,14.3
2010004327,2010004324,VTS,2010-08-01 00:02:00,CRD,8.5,0.5,0.5,3,0,12.5
2010007863,2010008443,VTS,2010-08-01 00:02:00,CRD,11.3,0.5,0.5,1.5,0,13.8
2010006597,2010003955,VTS,2010-08-01 00:02:00,CSH,5.7,0.5,0.5,0,0,6.7
2010005597,2010005594,VTS,2010-08-01 00:02:00,CSH,12.1,0.5,0.5,0,0,13.1
2010001975,2010001975,VTS,2010-08-01 00:02:00,CRD,13.3,0.5,0.5,2,0,16.3
2010006432,2010018954,VTS,2010-08-01 00:02:00,CRD,9.7,0.5,0.5,1,0,11.7
2010013194,2010005397,CMT,2010-08-01 00:02:00,CRD,5.3,0.5,0.5,1.26,0,7.56
2010008161,2010036478,VTS,2010-08-01 00:02:00,CSH,5.3,0.5,0.5,0,0,6.3
2010012355,2010021902,VTS,2010-08-01 00:02:00,CSH,45,0,0.5,0,4.57,50.07
2010011529,2010017690,VTS,2010-08-01 00:02:00,CRD,13.3,0.5,0.5,2,0,16.3
2010007861,2010002832,VTS,2010-08-01 00:02:00,CSH,3.7,0.5,0.5,0,0,4.7
2010001923,2010035866,VTS,2010-08-01 00:02:00,CSH,21.3,0.5,0.5,0,0,22.3
2010002451,2010002450,VTS,2010-08-01 00:02:00,CRD,6.5,0.5,0.5,2,0,9.5
2010006077,2010036627,VTS,2010-08-01 00:02:00,CSH,33.7,0.5,0.5,0,0,34.7
2010008255,2010008246,VTS,2010-08-01 00:02:00,CSH,6.1,0.5,0.5,0,0,7.1
2010012450,2010008323,VTS,2010-08-01 00:02:00,CRD,5.3,0.5,0.5,1.5,0,7.8
2010005185,2010005182,VTS,2010-08-01 00:02:00,CRD,8.1,0.5,0.5,0.9,0,10
2010010562,2010029815,VTS,2010-08-01 00:02:00,CRD,10.9,0.5,0.5,2,0,13.9
2010011838,2010018317,VTS,2010-08-01 00:02:00,CSH,10.9,0.5,0.5,0,0,11.9
2010003947,2010011124,VTS,2010-08-01 00:02:00,CRD,10.1,0.5,0.5,1,0,12.1
2010006246,2010011910,VTS,2010-08-01 00:02:00,CSH,5.7,0.5,0.5,0,0,6.7
2010005191,2010005188,VTS,2010-08-01 00:02:00,CRD,8.1,0.5,0.5,2,0,11.1
2010008543,2010008534,VTS,2010-08-01 00:02:00,CSH,9.7,0.5,0.5,0,0,10.7
2010007772,2010022132,CMT,2010-08-01 00:02:00,CSH,14.5,0.5,0.5,0,0,15.5
2010006392,2010029766,VTS,2010-08-01 00:02:00,CSH,16.1,0.5,0.5,0,0,17.1
2010008256,2010024237,VTS,2010-08-01 00:02:00,CSH,5.3,0.5,0.5,0,0,6.3
2010011795,2010018484,VTS,2010-08-01 00:02:00,CSH,6.5,0.5,0.5,0,0,7.5
2010001323,2010029060,VTS,2010-08-01 00:02:00,CSH,3.3,0.5,0.5,0,0,4.3
2010003585,2010003582,VTS,2010-08-01 00:02:00,CSH,6.1,0.5,0.5,0,0,7.1
2010003734,2010003731,VTS,2010-08-01 00:02:00,CRD,7.3,0.5,0.5,2,0,10.3
2010009342,2010031871,VTS,2010-08-01 00:02:00,CSH,7.3,0.5,0.5,0,0,8.3
2010009674,2010009664,VTS,2010-08-01 00:02:00,CSH,4.1,0.5,0.5,0,0,5.1
2010010482,2010005070,VTS,2010-08-01 00:02:00,CRD,4.9,0.5,0.5,1.2,0,7.1
2010002611,2010006574,CMT,2010-08-01 00:02:00,CSH,8.1,0.5,0.5,0,0,9.1
